Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2016-08-23,Suicide Squad,2016,https://boxd.it/aXktl,2.5,,"I can see the film this should've been, and it's pretty damn good. The problem is, it's not that. Unfortunately, Warner Bros. got cold feet, and proceeded to re-edit the movie in a plea for fan satisfaction. While their attempts failed, I must at least clarify my respect for Warner Bros. in their attempts at doing something quite unique from the MCU, and for the most part, sticking to their directors' vision (Christopher Nolan anybody?). But beside that, Suicide Squad is 2 movies; the absolutely incoherent mess that is the first hour, and the much more streamlined and even enjoyable second half. So what does this uneven mess with a lot of good and a lot of bad get? A 3 out of 5. I liked it, and yet I couldn't.",,2016-08-22
2016-08-23,Poltergeist,2015,https://boxd.it/aXyrN,1.5,,A film so profoundly pointless that a circle couldn't even be . . .,,2016-08-22
2016-08-23,Jurassic World,2015,https://boxd.it/aXCcd,3.5,,"I'm probably being too nice to this film, but it's quite simply a summer blockbuster that works; it didn't significantly irritate me, if anything I found it to be a bit of mindless, inoffensive fun. Perhaps I'm too nice",,2015-06-26
2016-08-23,The Matrix,1999,https://boxd.it/aXEtl,4.5,Yes,"A decent sci-fi Hong Kong action film, I didn't find it to be the most memorable thing in the world though, clearly this premise has been done before.",,2016-08-22
2016-08-23,Under the Skin,2013,https://boxd.it/aXKtr,3,,"I really, really, really, really, really hate to say it, but this film just might be the very definition of ""over-rated,"" despite my general distaste for such words, particularly the liberal use of the word ""pretentious,"" one of the most dangerous words in film criticism. Under the Skin is quite a film; meandering, aimless, uninvolving, and yet there are images which still resonate, undeniably so. Despite this, I still find it difficult to like this film. I went in expecting a great film, wanting a great film, and what I got was a mix of classic Italian neorealism alongside bizarre visuals and ambiguous sci-fi concepts that in the end, didn't seem to mean much. Once the film ended, I felt underwhelmed, yet immediately felt compelled to read-up some theories on the internet pertaining as to what it all meant. Well I read a few, and now I have the firm belief that the film is in fact about the very deep concept of, gasp, people being good on the inside, but bad on the outside (hence the title). Well, that's certainly an original concept, I've never ever heard that concept explored on the Disney Channel, kids movies, after school specials, PSAs, Anti-Bullying documentaries, PBS specials, Nicktoons cartoons . . .",,2014-10-24
2016-08-23,Rock of Ages,2012,https://boxd.it/aXLXd,3.5,,"The very definition of a guilty pleasure. I feel like I should hate it, and yet for some reason, I just don't",,2012-06-25
2016-08-24,The Ultimate Gift,2006,https://boxd.it/aYbuV,1.5,,"I usually have an intense dislike for any film with the gall to use cancer as a device for emotional manipulation, and this film is properly one of the best examples of the absolute worst in tastelessness.",,2014-02-25
2016-08-25,Sharknado 4: The 4th Awakens,2016,https://boxd.it/aZ45V,1,,"Not funny in any way; you can't be deliberately so-bad-it's-good, no matter how hard you try. ""HEY, GUYS THAT MADE SHARKNADO, I'VE GOT AN IDEA! WHY DON'T YOU ACTUALLY TRY MAKING A<i> GOOD</i> MOVIE?!""",,2016-08-24
2016-08-25,Hell or High Water,2016,https://boxd.it/aZ5lF,3.5,,"A refreshingly subdued, classic-style and yet still very modern western. A-list performance from Chris Pine, Ben Foster, and Jeff Bridges give heft. The film is simple, straight-forward, but told with enough elegance to come across in a sometimes suspenseful, involving way. If there was one problem, it could perhaps be that the film is a bit too quietly paced; every scene starts and ends with a light push, there is never really any great sense of urgency throughout the entire film. However, this was probably intentional, and serves as only a minor bug in my personal opinion.",,2016-08-24
2016-08-25,Me and Earl and the Dying Girl,2015,https://boxd.it/aZ5OR,2,,"A hopelessly cloying dramedy that, irritatingly enough, thinks it's smarter than it really is. Me, and Earl, and the Dying Girl, is one of those movies that desperately wants to be a Wes Anderson film, yet lacks the attention to detail, consistency, wit or humor. It also wants to use cancer as the primary thrust for a story-line, which is, in my opinion, never, ever, ever, ever a good idea. The characters are dull archetypes that don't actually live and breath; instead, they serve one purpose, to move the story along. This is particularly true of Earl, Greg's closest friend, who seems to be a disturbingly antiquated stereotype of ""the black friend who lives on a scary street but actually has more insight into people than his white friend,"" they're all forced, why would these people be friends? Also, to director Alfonso Gomez-Rejon, I have this to say. I sat down, I watched your film, I gave your film my time and patience, and now, despite the fact that you are much, much more achieved than I, and that I was not forced to watch your film by anyone besides myself, I have this critique which you may or may not want to take into account (after all I have no intention of telling you what to do, you can make your own decisions of course, and I don't want to make this personal). However, you need to REALLY, REALLY decide what your film's look should be. Your camerawork is too showy, overbearing, ridiculous, the pans employed by your DP are artificial and stylized to a pointless detriment. Some scenes play out in extreme close-ups with a wide-angle lens; your costars have been diminished to nothing but mugging faces. In particular, a scene late in the film, following an admittedly expertly executed  argument between the titular ""me"" and ""dying girl,"" Greg gets into a fight in the school lunch-room, and the scene plays out in wide-angle close-ups, with an excess amount of mugging. Nothing dramatic or funny lies somewhere in the wreck of that scene. Anyway, the film is a mess, a hot mess, a mess where some things work, and some don't, but most things definitely, definitely, don't work. I like the movie parody's though, they don't take themselves too seriously, and just remain what they are without obnoxiously acknowledging themselves; I only wish the rest of the film could've been that.",,2016-08-24
2016-08-27,Don't Breathe,2016,https://boxd.it/b0MQt,3.5,,"A brilliantly executed and wonderfully simplistic horror film. The film has a tense atmosphere in which I genuinely felt that anything could happen; no character was safe. For what the film was, it succeeded with great excellence. Particular praise must be given to the directors' use of silence and pace, the film flows beautifully, and we're with the characters absolutely every step of the way. If there was one very minimal problem, it'd be that the ""twist"" in the film really isn't all that shocking, and if anything, feels a little unnecessary and shoe-horned in.",,2016-08-26
2016-08-29,Vampire's Kiss,1988,https://boxd.it/b2LBB,3.5,,"Despite problems with tone and focus, this cult film is surprisingly engaging in a remarkably strange way; buried deep in the film is an oddly thoughtful commentary on 80s wealth and excess.",,2016-08-29
2016-08-29,The Elephant Man,1980,https://boxd.it/b2Qbt,5,,"The line between sentimentality and the genuine sadness and misery that life offers can often times be razor thin. Few films showcase the latter in a greater fashion than The Elephant Man. David Lynch's first Hollywood outing is an atmospheric work of art, an exercise in tone and feeling similar in many ways to that of Lynch's sophemore effort Eraserhead. One crucial seperation however is the use of mood; the beautiful black and white photography of The Elephant Man takes on a greater purpose in the story, not only coming to represent the period and world properly, but in showing us the darkness with which John Merrick's world was full of. A world in which no person can properly look you in the eye without being overcome with such profound sorrow just at your very existence, and even then, it still remains better than being confronted with those who'll laugh and sneer. 

Lynch's masterwork concerns itself with two non-submergable pillars of importance; 1) Creating an engaging world made up of London's dim cobblestone streets, barely lit by candlelight and fog; mysterious yet opaque.  And 2) Showing the undoubtedly and undeniably depressing life of John Merrick, as well as the great positivity with which he projected onto it. The film is successful for these reasons, although what must be additionally mentioned is the films excellent pace, appropriately odd use of sound, and an absolutely astounding performance by John Hurt, who miraculously transcends his pounds of make-up, ultimately creating one of the most undoudebtly tragic characters in film history, and perhaps even reality. He did not choose to live this, and yet he must. ""My life is full,"" he says, ""my life is full because. . . I know I am loved."" We can only hope.",,2016-08-29
2016-08-31,Solaris,1972,https://boxd.it/b4sVB,4,,"Solaris is perhaps one of the most difficult films to review in any sense due to my personal difficulty getting through it. I saw the film at a BFI branded theatre in London near Leicester Square. It was, perhaps, the best way I could've seen the film, however, even in a movie theatre,
I must admit, my eyes were struggling. 

This was my first exposure to Andrei Tarkovsky, and it was perhaps not the best choice for introduction because I admittedly have, for the past 3 years since my first encounter with Solaris, feared putting on another one of his films. Solaris is an oddly mesmerizing film, it wields its power effortlessly through a slow pace and brilliant visuals. 

Yet, something was struggling to reach me, in addition to my struggle against sleep. During the film, I generally felt very distant to it, I had absolutely no emotional investment in the film. In fact, I find it a bit humorous in retrospect, reading about Tarkovsky's reasoning for making Solaris as a rebut to what he saw as a genuine ""coldness"" in 2001: A Space Odyssey. The funny thing is that 2001 of course remains my favorite film, ever, and I feel overwhelming emotion while watching that film, yet none during Solaris. I watched both films with the same mindset, in a similar venue, yet one stands out significantly over the other, and I genuinely wonder why that is. 

I suppose with this revelation I can only come to the conclusion that I view Solaris the way many view 2001, as this brilliant masterpiece which you can't help but acknowledge as such, yet cannot truly enjoy for yourself. Hey listen, I didn't say I didn't like the movie, it's just my eyelids spoke for themselves.",tarkovsky,2013-08-17
2016-09-03,I Am Number Four,2011,https://boxd.it/b6BEX,0.5,,"I feel genuinely sorry for every single person who worked on this film; and no, I'm not just referring to the Director or the Actors, I mean, EVERYONE. The hard-working production assistants, the interns who unwittingly helped deliver garbage scripts from office to office, the plumbers who plunged the impractical toilets on set, and especially the editor. 

Why? Because they're cursed, they are all cursed and shamed for the rest of their lives; those who unknowingly created what is without a doubt, easily and undeniably, without question or argument, the most nothing film ever created by Hollywood. Yes, you heard me, not WORST film, *NOTHING film. I Am Number Four is nothing - it's not garbage, it's nothing. 

Alfred Hitchcock had a quite noble mantra he lived by; a film is nothing more than impressions of light, light and shadow, light OVER shadow. ""Without light,"" he'd say, ""there is no 'picture."" I Am Number Four is all shadow.",,2011-02-25
2016-09-03,Fantastic Four,2015,https://boxd.it/b6Ccl,0.5,,"Alfred Hitchcock had a quite noble mantra he lived by; a film is nothing more than impressions of light, light and shadow, light OVER shadow. ""Without light,"" he'd say, ""there is no 'picture."" Fantastic Four is all shadow.",,2015-08-22
2016-09-03,Cloud Atlas,2012,https://boxd.it/b6Djd,4.5,,"""The Wachowskis have lost it,"" people say, and they're not wrong. However, Cloud Atlas is a film so unfairly dismissed and maligned that it's overlooked, while in reality, it is perhaps a greater, more ambitious, and more groundbreaking film than The Matrix ever was. Come on guys, give this one a chance, watch it again, and perhaps you'll REALLY love it, and see it for the dream-like masterwork it truly is. Don't let Rotten Tomatoes determine a films fate.","better than you think, wachowski",2012-10-27
2016-09-06,Disco Godfather,1979,https://boxd.it/b9Pat,2,,<i><b>Puch yo weight on it</b></i>,,2016-09-06
2016-09-06,The Empire Strikes Back,1980,https://boxd.it/b9PpN,4,,"<b>4.4</b>
It seems that there's an uncomfortably bizarre seperation between my opinion of this film and everyone else's. I love this movie, it's a spectacular sci-fi epic, but I dunno. It is what it is, and for some odd reason I just can't absolutely love it and embrace it as the masterpiece others see it as. Yes, in the context of the Star Wars series, ""Empire"" is without a doubt the best, it changed so very much, the world was made more palpable and expansive, not one moment is a rehash from the previous entry. Most of all, it introduced unseen depth into a world which had hitherto contained very little. There's one problem I see though, and for my taste, it's a major problem. The Star Wars world is simply not designed for complex characters and truly thought-provoking drama or sci-fi ideas. 

The reason the first Star Wars is a masterpiece is not nearly because of well-drawn characters, but because the very opposite. Star Wars' characters were archetypes, but they were used in the proper place, as emotional center-pieces in a spell-binding intergalactic fairy-tale. ""Empire"" very VERY honorably attempts to step up to the metaphorical plate, to swing out of the stadium and across the universe, but it hits an asteroid somewhere along the way. The asteroid comes in the form of an inherent paradox, and that paradox is that characters such as Luke, Han and Leia simply do not seem made for 4 or even 3-Dimensions. 

After re-watching both ""Star Wars"" and ""Empire"" one after the other for the first time in maybe a decade, all I can say is that at the end of the day, ""Star Wars"" works perfectly for what it is. Unfortunately with ""Empire,"" the peas seem to have become slightly mixed with the porridge.

P.S. This movie has a <b>very high</b> 4 of 5 rating; it would have a 4.40  if I had the ability to do such a thing in Letterboxd.",,2015-11-06
2016-09-10,Eraserhead,1977,https://boxd.it/bcryx,4,,"Films which disgust me do not ordinarily appeal to me, and yet <i>Eraserhead</i> must contain some sort of beguiling magic because, I just can't look away. This movie is as true to the word ""hypnotic"" as hypnosis itself, perhaps even more so. You are engaged in an uncomfortable world of black-and-white industrial skyscrapers, eerily box-like hallways, and a number of other odd settings. You are trapped with absolutely no reprieve; the nightmare of the film becomes your own, and yet, looking away remains an impossible task.

What is most astounding about the world-building in Eraserhead is how nearly every other moment is a reminder of the strange alternative reality you've found yourself in. Whether it be 20 dogs feeding from their mother at once, or a window full of bricks, we are constantly aware of the blunt oddness this film is full of.

<i>Eraserhead</i> is a film nearly like no other",david lynch,
2016-09-11,The Death and Return of Superman,2011,https://boxd.it/bdtk5,3,,"""Hey, look, it's Elijiah Wood.""
""Hey, look, it's Ron Howard.""
I should like this movie now",,2016-09-10
2016-09-11,Foodfight!,2012,https://boxd.it/bdF2H,0.5,,no,,2016-09-10
2016-09-11,Epic Movie,2007,https://boxd.it/bdFlp,1.5,,"The only ""Movie"" movie to approach so-bad-it's-good territory",,2007-11-11
2016-09-12,Harry Potter and the Prisoner of Azkaban,2004,https://boxd.it/beCzP,5,,"Dementors aren't very friendly creatures, they seem to have little personal desire beyond that of pleasing their employers by whatever means necessary. Often those means require confiscating someone's soul; not a very friendly gesture.

The dementors are creatures with a dark and mature complexity, something which the previous two ""Potter"" films lacked; ""Prisoner of Azkaban"" champions the dementors.

""Harry Potter and the Prisoner of Azkaban"" is the best ""Potter"" film by a long shot, an extraordinarily long shot. I've thought that since the first day I saw it, and after 12 years, that opinion hasn't changed. Alfonso Cuaron renders the abstract magic of the novel in cinematic terms, and the result is breathtaking. Cuaron's camera is the true star of the film, it's constant weaving throughout every scene brings the wizarding world to life in a way which ""Philosopher's Stone"" and ""Chamber of Secrets"" merely hinted at, and later filmmakers in the franchise could only envy.

""Prisoner of Azkaban"" redefined Harry Potter's world so greatly and so affluently that it immediately became nearly impossible to top. The story and direction are all at the top of their game, creating a total far greater that the sum of their individual parts. 

The Harry Potter films have, since 2004, ranged from great to barely passable, yet ""Azkaban"" continually stands apart as not only the greatest achievement of the franchise, but as one of the greatest achievements in blockbuster filmmaking.",,2004-07-03
2016-09-12,The Empire Strikes Back,1980,https://boxd.it/beSX9,4.5,Yes,"Well, I just can't take it anymore, <b>4/5 </b>is simply unjust",,2016-09-11
2016-09-18,2001: A Space Odyssey,1968,https://boxd.it/bjD9t,5,Yes,"Just saw the film in 70mm again at Seattle Cinerama, still undoubtedly, undeniably and inarguably the greatest film ever made without question.","70mm, stanley kubrick, cinerama",2016-09-17
